"","car_park_no","address","car_park_type","type_of_parking_system","short_term_parking","free_parking","night_parking","car_park_decks","gantry_height","car_park_basement","longtitude","latitude"
"1264","P1","BLK 196 PUNGGOL FIELD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.907023725835,1.39933685469178
"1265","P11","BLK 416 PANDAN GARDENS","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.748355858004,1.32120421442687
"1266","P12","BLK 415 PANDAN GARDENS","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.748194096365,1.32056739486122
"1267","P13","BLK 401/402 PANDAN GARDENS","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.750407846118,1.32069015976828
"1268","P14","BLK 403/408 PANDAN GARDENS","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.749175401076,1.31935361778841
"1269","P15","BLK 413 PANDAN GARDENS","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.748148176571,1.31983482254604
"1270","P16","BLK 412/414 PANDAN GARDENS","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.747164805137,1.31988238059282
"1271","P17","BLK 409/411 PANDAN GARDENS","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.747383966704,1.31882146748239
"1272","P2","BLK 199 PUNGGOL FIELD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.906028823815,1.40010461894816
"1273","P3","BLK 101 PUNGGOL FIELD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.905774458656,1.39845683708253
"1274","P34L","PUNGGOL ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,0,"N",103.907422511921,1.40452536320631
"1275","P35L","PUNGGOL CENTRAL","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,0,"N",103.907622492236,1.40224187122572
"1276","P4","BLK 105 EDGEFIELD PLAINS","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.905622898827,1.39722716175571
"1277","P40L","BLK 740 TO 745 PASIR RIS STREET 71","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,4.2,"N",103.935932910832,1.37810122899739
"1278","P5","BLK 107 PUNGGOL FIELD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.907641896307,1.396877554713
"1279","P5L","BLK 106A PUNGGOL FIELD","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,0,"N",103.907750417092,1.39748372427998
"1280","P6","BLK 109 PUNGGOL FIELD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.909462343403,1.39536856955656
"1281","P6L","BLK 109B PUNGGOL FIELD","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,0,"N",103.910085751822,1.3955982538272
"1282","P7","BLK 119 EDGEFIELD PLAINS","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.906470152887,1.39542796689741
"1283","P71L","BLK 684A & 684B EDGEDALE PLAINS","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,0,"N",103.915902613609,1.40303163553519
"1284","P73L","BLK 229A & 229B SUMANG LANE","SURFACE CAR PARK","COUPON PARKING","NO","NO","NO",0,0,"N",103.891947299252,1.40273789664414
"1285","P76L","BLK 327A SUMANG WALK","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,0,"N",103.89923959459,1.41232154690106
"1286","P77L","BLK 659 PUNGGOL EAST","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,0,"N",103.919297763828,1.40011208667068
"1287","P8","BLK 126 EDGEDALE PLAINS","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.91091390677,1.39422844623807
"1288","P88L","BLK 430 NORTHSHORE DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,0,"N",103.910872513523,1.41745571626643
"1289","P9","BLK 128 PUNGGOL FIELD WALK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.912537458296,1.39292391841249
"1290","Q14","BLK 49 STIRLING ROAD","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.802168030972,1.29763070087789
"1291","Q15","BLK 41/48 STIRLING ROAD","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.801754422443,1.29833257314351
"1292","Q16","BLK 45 AND 50 STIRLING ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.803716679745,1.29693372572578
"1293","Q17","BLK 52 STIRLING ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.803824603279,1.29620634646065
"1294","Q19","BLK 151 MEI LING STREET","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","NO","NO",0,0,"N",103.803258012942,1.29470100660581
"1295","Q2A","BLK 155-164 STIRLING ROAD","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.804386702034,1.29164762311742
"1296","Q30","MARGARET DRIVE","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.808776570387,1.29583054566565
"1297","Q4","BLK 168A QUEENSWAY","SURFACE CAR PARK","COUPON PARKING","NO","NO","YES",0,0,"N",103.803908353803,1.28871370549231
"1298","Q41","BLK 80 STRATHMORE AVENUE","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO",0,4.5,"N",103.809223552287,1.29434523939599
"1299","Q48","BLK 150A MEI CHIN ROAD","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.80351335771,1.29535822956685
"1300","Q49","- MEI CHIN ROAD","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","NO","NO",0,0,"N",103.802771970435,1.29529473427589
"1301","Q5A","BLKS 166-171 STIRLING ROAD","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.803167832265,1.29114031720918
"1302","Q5S","BLK 165-166 STIRLING ROAD","SURFACE CAR PARK","COUPON PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.802147298988,1.29077920283236
"1303","Q51","BLK 39 TANGLIN HALT ROAD","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","NO","NO",0,0,"N",103.799062479034,1.29793262781623
"1304","Q52","BLK 33-34 TANGLIN HALT ROAD","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","NO","NO",0,0,"N",103.798911988395,1.29678562006433
"1305","Q55","BLK 61/66 COMMONWEALTH DRIVE","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO",0,4.5,"N",103.796426768628,1.2986891819389
"1306","Q58","BLK 46-3 COMMONWEALTH DRIVE","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.797655508412,1.30008915614159
"1307","Q59","BLK 47/49 TANGLIN HALT ROAD","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","NO","YES",0,0,"N",103.797584691193,1.30093374125413
"1308","Q65","BLK 115A COMMONWEALTH DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.79875385421,1.30552382045634
"1309","Q65A","BLK 96-111 AND 115 COMMONWEALTH CRESCENT","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.801138323267,1.30708785505545
"1310","Q66","BLK 117 COMMONWEALTH DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.799497347263,1.30670478972223
"1311","Q67","BLK 116-118 COMMONWEALTH CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.800543340032,1.30717281236323
"1312","Q68","BLK 110 COMMONWEALTH CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","NO","NO",0,0,"N",103.799004671473,1.3068774261961
"1313","Q70","BLK 99/102 COMMONWEALTH CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","NO","NO",0,0,"N",103.800549271792,1.30734607061153
"1314","Q72","BLK 96 COMMONWEALTH CRESCENT","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","NO","NO",0,0,"N",103.800897017013,1.30649300610981
"1315","Q73","BLK 91/92 COMMONWEALTH DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","NO","NO",0,0,"N",103.800391665527,1.30625330850682
"1316","Q75M","BLK 10A HOLLAND DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.793698878344,1.3083119292817
"1317","Q77M","BLK 18 HOLLAND DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",12,2.15,"N",103.792015554458,1.31159320403215
"1318","Q8","BLK 19/23A/23B QUEENS CLOSE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,4.5,"N",103.799569339615,1.29420641437591
"1319","Q80","BLK 45/46/47 HOLLAND DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,9.99,"N",103.792701706884,1.30853648140917
"1320","Q81","BLK 43 HOLLAND DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,9.99,"N",103.793164320357,1.3075367428679
"1321","Q84","BLK 2/4/6/31/32 HOLLAND CLOSE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.796673185293,1.30678098777834
"1322","Q85","NORTH BUONA VISTA ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.792045670382,1.30823459104466
"1323","Q86","BLK 148A MEI LING STREET","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,1.8,"N",103.803871868572,1.29456348168943
"1324","Q87","BLK 5A HOLLAND CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,2,"N",103.796238409487,1.30887893710384
"1325","Q88","BLK 19A QUEEN'S CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2,"N",103.80055965992,1.29299056065761
"1326","Q89","BLK 7B COMMONWEALTH AVENUE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,2,"N",103.795049795309,1.3062461348732
"1327","Q92","BLK 82 STRATHMORE AVENUE","SURFACE CAR PARK","COUPON PARKING","NO","NO","NO",0,4.5,"N",103.808485022859,1.29479819506731
"1328","Q93","BLK 83 STRATHMORE AVENUE","SURFACE CAR PARK","COUPON PARKING","NO","NO","NO",0,4.5,"N",103.808063969551,1.29494013363994
"1329","Q94","BLK 102 COMMONWEALTH CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","NO","NO",0,0,"N",103.800561105473,1.30763780793457
"1330","Q95","BLK 98 COMMONWEALTH CRESCENT","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","NO","NO",0,0,"N",103.801268179719,1.30671934714016
"1331","Q96","BLK 181-184 STIRLING ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,4.5,"N",103.804405250075,1.29534716692892
"1332","Q97","BLK 64 COMMONWEALTH DRIVE","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","NO","NO",0,0,"N",103.797385684371,1.29919960206086
"1333","Q98","BLK 55 COMMONWEALTH DRIVE","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","NO","NO",0,4.5,"N",103.797284906624,1.29733757261577
"1334","Q99","BLK 89 COMMONWEALTH DRIVE","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","NO","NO",0,4.5,"N",103.799094517958,1.30529551739977
"1335","RCM","BLK 638 VEERASAMY ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",6,2,"N",103.855352440457,1.30721028000452
"1336","RC1","BLK 101/102 JALAN RAJAH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.851553703748,1.3285468098372
"1337","RC2","BLK 103/104 JALAN RAJAH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.853070634171,1.32768774675286
"1338","RC3","BLK 105/108 JALAN RAJAH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.854564124588,1.32828554367791
"1339","RHM","BLK 88A REDHILL CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,1.9,"N",103.818577605193,1.286463927483
"1340","RHM2","BLK 70A REDHILL CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.816907324166,1.28700824447412
"1341","RHM3","BLK 73 REDHILL ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",17,2.15,"N",103.81727324817,1.28791577695299
"1342","RHM4","BLK 74 REDHILL ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.815817221734,1.287988772154
"1343","RHS","BLK 75A/B REDHILL ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,4.5,"N",103.815616395807,1.28828861382553
"1344","SAM","BLK 60A STRATHMORE AVENUE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.811877450686,1.29256354900089
"1345","SAM2","BLK 61 STRATHMORE AVENUE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",12,2.15,"N",103.810980410011,1.29398011379119
"1346","SB1","BLK 306B CANBERRA ROAD","MULTI-STOREY CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,2.15,"N",103.82205727914,1.44648028701205
"1347","SB10","BLK 481A SEMBAWANG DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",13,2.15,"N",103.815392946051,1.45249598745469
"1348","SB11","BLK 476A SEMBAWANG DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",13,2.15,"N",103.816661948148,1.45177597819951
"1349","SB12","BLK 424A CANBERRA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.819062926083,1.45316506558856
"1350","SB13","BLK 404A ADMIRALTY LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.816425489794,1.45435238171232
"1351","SB14","BLK 406A SEMBAWANG DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",13,2.15,"N",103.817432277359,1.45239731775753
"1352","SB15","BLK 358A ADMIRALTY DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",16,2.15,"N",103.816693626696,1.44892718057524
"1353","SB16","BLK 339 SEMBAWANG CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,2.15,"N",103.817310367804,1.44828242080203
"1354","SB17","BLK 504 MONTREAL DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.823689954071,1.45090811422823
"1355","SB18","BLK 469/469A/469B ADMIRALTY DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.05,"N",103.813701442909,1.44893112120316
"1356","SB19","BLK 501 WELLINGTON CIRCLE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.821357666373,1.45159164275342
"1357","SB2","BLK 316A SEMBAWANG VISTA","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.820502733298,1.44644833477036
"1358","SB20","BLK 505 CANBERRA LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.822508018527,1.45027173257182
"1359","SB21","BLK 467/467A/467B ADMIRALTY DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.05,"N",103.814235639787,1.45178128558998
"1360","SB22","BLK 351 CANBERRA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.820288292334,1.45116755718215
"1361","SB23","BLK 354 ADMIRALTY DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.818389242903,1.45003538067541
"1362","SB24","BLK 506 WELLINGTON CIRCLE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.823531384856,1.45241691223122
"1363","SB25","BLK 588 MONTREAL DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",4,2.15,"N",103.824786964921,1.45019005935565
"1364","SB26","BLK 484A ADMIRALTY LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.815223952965,1.45646501809381
"1365","SB27","BLK 492A ADMIRALTY LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.817396471677,1.4566224164763
"1366","SB28","BLK 482A ADMIRALTY LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.815638409524,1.45486333925638
"1367","SB29","BLK 508 WELLINGTON CIRCLE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.820083908042,1.45303103521108
"1368","SB3","BLK 325A SEMBAWANG CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.818772618528,1.44495567745767
"1369","SB30","BLK 466 SEMBAWANG DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,2.15,"N",103.813539776314,1.4554680859085
"1370","SB31","BLK 463 SEMBAWANG DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",6,2.15,"N",103.81452318921,1.45552667904927
"1371","SB32","BLK 591 MONTREAL LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.826313864785,1.45036687225442
"1372","SB33","BLK 592 MONTREAL LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",13,2.15,"N",103.827432868251,1.45121389794192
"1373","SB34","BLK 462 SEMBAWANG DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,3.8,"N",103.813521596665,1.45464503350907
"1374","SB35","BLK 120 CANBERRA CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.831601774495,1.44571656944981
"1375","SB36","BLK 121 CANBERRA STREET","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",1,2.35,"N",103.833982327479,1.44743431569957
"1376","SB37","BLK 106 CANBERRA STREET","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.832738663608,1.44914982397145
"1377","SB38","BLK 129 CANBERRA STREET","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",14,2.15,"N",103.832692732894,1.44464304690113
"1378","SB39","BLK 108 CANBERRA WALK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,2.15,"N",103.832205309683,1.44778327870689
"1379","SB4","BLK 313A SEMBAWANG DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.821273164723,1.44407970744667
"1380","SB40","BLK 115 CANBERRA WALK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.828703240723,1.44607196944251
"1381","SB41","BLK 361 SEMBAWANG CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.813752595062,1.44618298305479
"1382","SB42","BLK 365 SEMBAWANG CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.816258140514,1.44436616575991
"1383","SB43","BLK 117 CANBERRA CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",7,2.15,"N",103.829924328478,1.44507267053455
"1384","SB44","BLK 102 CANBERRA STREET","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.832089394337,1.45182741207612
"1385","SB45","BLK 132 CANBERRA VIEW","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",2,2.15,"N",103.830758912435,1.4433848775495
"1386","SB46","BLK 126 CANBERRA STREET","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",13,2.15,"N",103.834356547941,1.44598805986348
"1387","SB47","BLK 109 CANBERRA WALK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.829747682615,1.44859512702465
"1388","SB5","BLK 322A SEMBAWANG CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.818197001493,1.44611984474071
"1389","SB6","BLK 306A CANBERRA ROAD","MULTI-STOREY CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",6,2.15,"N",103.822555133907,1.44534120088779
"1390","SB7","BLK 336A SEMBAWANG CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.815006607825,1.44662868389146
"1391","SB8","BLK 330A SEMBAWANG CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.817226347941,1.44711197739973
"1392","SB9","BLK 335A SEMBAWANG CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.815488360564,1.44767043418107
"1393","SDM","BLK 114A LORONG 3 GEYLANG MSCP","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.874451408596,1.31246021162246
"1394","SDM2","BLK 50A SIMS DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",4,2.15,"N",103.878455061032,1.31613279500049
"1395","SD1","BLK 40-44 SIMS DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.877083273246,1.31657267803069
"1396","SD10","BLK 113/114 LORONG 3 GEYLANG","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.874078450465,1.31168226172938
"1397","SD11","BLK 63 SIMS PLACE","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","YES",0,0,"N",103.879448766348,1.31638569035146
"1398","SD2","BLK 45/50/51 SIMS DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,4.5,"N",103.878364864327,1.31692245960171
"1399","SD3","BLK 46/47/48/49 SIMS PLACE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.879247617027,1.31732996445847
"1400","SD4","BLK 52 SIMS PLACE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.880241808196,1.31657834758383
